Description,Carbohydrate (g),Protein (g),Total Fat (g),Kilocalories,Fiber (g),Sugar Total (g),Calcium (mg),Iron (mg),Vitamin C (mg),Vitamin E (mg),Sodium (mg),Cholesterol (mg)
"FAST FOODS,SHRIMP,BREADED&FRIED",24.39,11.51,15.18,277,0.0,0.0,51,1.8,0.0,0.0,882,122
"FAST FOODS,BURRITO,W/BNS",32.92,6.48,6.22,206,0.0,0.0,52,2.08,0.9,0.0,454,2
"FAST FOODS,BURRITO,W/BNS&CHS",29.55,8.1,6.29,203,0.0,0.0,115,1.22,0.9,0.0,627,15
"FAST FOODS,BURRITO,W/BNS&CHILI PEPPERS",28.47,8.03,7.19,202,0.0,0.0,49,2.23,0.6,0.0,512,16
"FAST FOODS,BURRITO,W/BNS&MEAT",28.58,9.73,7.71,220,0.0,0.0,46,2.12,0.8,0.0,578,21
"FAST FOODS,BURRITO,W/BNS,CHS,&BF",19.55,7.18,6.55,163,0.0,0.0,64,1.84,2.5,0.0,488,61
"FAST FOODS,BURRITO,W/BNS,CHS,&CHILI PEPPERS",25.35,9.91,6.84,197,0.0,0.0,86,2.29,2.0,0.0,613,47
"FAST FOODS,BURRITO,W/BF",26.6,12.09,9.46,238,0.0,0.0,38,2.77,0.5,0.0,678,29
"FAST FOODS,BURRITO,W/BF&CHILI PEPPERS",24.6,10.7,8.23,212,0.0,0.0,43,2.21,0.8,0.0,555,27
"FAST FOODS,BURRITO,W/BF,CHS,&CHILI PEPPERS",20.96,13.46,8.15,208,0.0,0.0,73,2.57,1.2,0.0,688,56
"FAST FOODS,BURRITO,W/FRUIT (APPL OR CHERRY)",47.27,3.38,12.87,312,0.0,0.0,21,1.45,1.0,0.0,286,5
"FAST FOODS,CHIMICHANGA,W/BF",24.6,11.27,11.31,244,0.0,0.0,36,2.61,2.7,0.0,523,5
"FAST FOODS,CHIMICHANGA,W/BF&CHS",21.49,10.96,12.81,242,0.0,0.0,130,2.1,1.5,0.0,523,28
"FAST FOODS,CHIMICHANGA,W/BF&RED CHILI PEPPERS",24.09,9.53,10.07,223,0.0,0.0,37,2.2,0.2,0.0,615,5
"FAST FOODS,CHIMICHANGA,W/BF,CHS,&RED CHILI PEPPERS",21.26,8.15,9.75,202,0.0,0.0,121,1.75,1.0,0.0,497,28
"FAST FOODS,ENCHILADA,W/CHS",17.51,5.91,11.56,196,0.0,0.0,199,0.81,0.6,0.0,481,27
"FAST FOODS,ENCHILADA,W/CHS&BF",15.87,6.21,9.19,168,0.0,0.0,119,1.6,0.7,0.0,687,21
"FAST FOODS,ENCHIRITO,W/CHS,BF,&BNS",17.51,9.27,8.33,178,0.0,0.0,113,1.24,2.4,0.0,648,26
"FAST FOODS,FRIJOLES W/CHS",17.19,6.81,4.66,135,0.0,0.0,113,1.34,0.9,0.0,528,22
"FAST FOODS,NACHOS,W/CHS",32.15,8.05,16.77,306,0.0,0.0,241,1.13,1.1,0.0,722,16
"FAST FOODS,NACHOS,W/CHS&JALAPENO PEPPERS",29.45,8.24,16.74,298,0.0,0.0,304,1.2,0.5,0.0,851,41
"FAST FOODS,NACHOS,W/CHS,BNS,GROUND BF,&PEPPERS",21.89,7.76,12.04,223,0.0,0.0,151,1.09,1.9,0.0,706,8
"FAST FOODS,NACHOS,W/CINN&SUGAR",58.16,6.6,33.01,543,0.0,0.0,78,2.65,7.3,0.0,403,36
"FAST FOODS,TACO",15.63,12.08,12.02,217,0.0,0.0,129,1.41,1.3,0.0,469,33
"FAST FOODS,TACO SALAD",11.91,6.68,7.46,141,0.0,0.0,97,1.15,1.8,0.0,385,22
"FAST FOODS,TACO SALAD W/CHILI CON CARNE",10.18,6.67,5.03,111,0.0,0.0,94,1.02,1.3,0.0,339,2
"FAST FOODS,TOSTADA,W/BNS&CHS",18.42,6.67,6.85,155,0.0,0.0,146,1.31,0.9,0.0,377,21
"FAST FOODS,TOSTADA,W/BNS,BF,&CHS",13.18,7.15,7.53,148,0.0,0.0,84,1.09,1.8,0.0,387,33
"FAST FOODS,TOSTADA,W/BF&CHS",13.97,11.65,10.03,193,0.0,0.0,133,1.76,1.6,0.0,550,25
TOSTADA WITH GUACAMOLE,12.27,4.78,8.91,138,0.0,0.0,162,0.62,1.4,0.0,306,15
"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY; PLN",29.89,15.13,13.93,303,1.0,5.46999979,191,2.66,0.0,0.0,589,41
"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT",25.46,13.49,12.9,270,1.899999976,5.239999771,123,2.25,0.4,0.09,628,39
"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY,W/ CONDMNT & VEG",18.27,11.58,12.85,233,0.0,0.0,118,1.72,1.5,0.0,634,34
"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; PLN",20.8,17.16,17.4,308,0.699999988,4.019999981,180,2.37,0.0,0.0,621,55
"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY,W/ CONDMNT & VEG",21.2,12.8,12.7,251,0.0,0.0,103,2.06,1.0,0.0,633,36
"FST FOODS, CHSBRGR, REG, DOUBLE PATTY BUN, PLAIN",29.89,15.13,13.93,305,1.0,5.46999979,191,2.66,0.0,0.0,589,41
"FAST FOODS,CHSEBURGER; DBLE,REG,PATTY & BN; W/ CONDMNT & VEG",23.3,13.04,15.47,285,0.0,0.0,74,2.07,1.2,0.87,404,41
"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; PLN",20.8,17.28,17.02,305,1.399999976,3.829999924,167,2.42,0.0,0.0,533,56
"FAST FOODS,CHESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & BACON",18.89,15.78,15.86,282,1.299999952,4.630000114,137,2.07,0.7,0.0,674,50
"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",16.81,11.59,10.36,206,1.399999976,4.0,95,1.86,1.9,0.0,385,34
"FAST FOODS,CHSBURGER; SINGLE,LRG PATTY; W/ CONDMNT,VEG & HAM",13.01,15.55,18.97,286,0.0,0.0,119,1.98,2.9,0.0,674,48
"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG",15.37,14.72,16.92,273,0.0,0.0,93,2.29,0.4,0.0,445,55
"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN",16.16,18.2,19.17,310,0.5,3.289999962,174,2.23,0.0,0.0,637,63
"FAST FOODS,CHICK FILLET SNDWCH,PLN",21.26,13.25,16.18,283,0.0,0.0,33,2.57,4.9,0.0,526,33
"FAST FOODS,CHICK FILLET SNDWCH,W/CHS",18.24,12.9,17.0,277,0.0,0.0,113,1.59,1.3,0.0,543,34
"FAST FOODS,EGG&CHS SNDWCH",17.76,10.69,13.3,233,0.0,0.0,154,2.04,1.0,0.0,551,199
"FAST FOODS,FISH SNDWCH,W/TARTAR SAU",25.96,10.72,14.41,273,0.0,0.0,53,1.65,1.8,0.55,389,35
"FAST FOODS,FISH SNDWCH,W/TARTAR SAU&CHS",26.03,11.26,15.63,286,0.0,0.0,101,1.91,1.5,1.0,513,37
"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; PLN",33.71,14.74,11.24,295,1.200000048,5.789999962,138,3.05,0.0,0.0,440,33
"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT",28.79,13.07,10.07,258,1.799999952,5.21999979,74,2.53,0.3,0.07,491,29
"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; W/ CONDMNT & VEG",24.81,11.74,12.25,254,0.0,0.0,57,2.39,1.5,0.0,458,24
"FAST FOODS,HAMBURGER; DOUBLE,REG,PATTY; PLN",24.1,17.08,14.36,295,0.899999976,4.150000095,102,2.88,0.0,0.0,414,47
"FAST FOODS,HAMBURGER; DOUBLE,REG PATTY; W/ CONDMNT",18.02,14.8,15.1,268,0.0,0.0,43,2.58,0.5,0.0,345,48
"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; PLN",23.16,16.51,16.73,311,0.0,0.0,54,2.61,0.0,0.0,346,52
"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",18.35,11.85,12.55,235,0.0,0.0,44,2.26,1.2,0.0,378,40
"FAST FOODS,HAMBURGER; DOUBLE,LRG PATTY; W/ CONDMNT & VEG",17.82,15.17,11.75,239,0.0,0.0,45,2.59,0.5,0.0,350,54
"FAST FOODS,HAMBURGER,LRG,TRIPLE PATTY,W/CONDMNT",11.04,19.3,16.01,267,0.0,0.0,25,3.21,0.5,0.0,275,55
"FAST FOODS,HAM&CHS SNDWCH",22.84,14.17,10.6,241,0.0,0.0,89,2.22,1.9,0.2,528,40
"FAST FOODS,HAM,EGG,&CHS SNDWCH",21.64,13.46,11.4,243,0.0,0.0,148,2.17,1.9,0.0,703,172
"FAST FOODS,HOTDOG,PLAIN",18.4,10.6,14.84,247,0.0,0.0,24,2.36,0.1,0.0,684,45
"FAST FOODS,HOTDOG,W/CHILI",27.45,11.85,11.79,260,0.0,0.0,17,2.88,2.4,0.0,421,45
"FAST FOODS,HOTDOG,W/CORN FLR COATING (CORNDOG)",31.88,9.6,10.8,263,0.0,0.0,58,3.53,0.0,0.0,556,45
"FAST FOODS,RST BF SNDWCH,PLN",24.06,15.47,9.9,249,0.0,0.0,39,3.04,1.5,0.0,570,37
"SANDWICHES&BURGERS,RST BF SNDWCH W/CHS",25.78,18.31,10.23,269,0.0,0.0,104,2.87,0.0,0.0,928,44
"SANDWICHES&BURGERS,STEAK SNDWCH",25.47,14.87,6.9,225,0.0,0.0,45,2.53,2.7,0.0,391,36
"FAST FOODS,SUBMARINE SNDWCH,W/COLD CUTS",22.39,9.58,8.17,200,0.0,0.0,83,1.1,5.4,0.0,724,16
"FAST FOODS,SUBMARINE SNDWCH,W/RST BF",20.51,13.26,6.0,190,0.0,0.0,19,1.3,2.6,0.0,391,34
"FAST FOODS,SUBMARINE SNDWCH,W/TUNA SALAD",21.63,11.6,10.93,228,0.0,0.0,29,1.03,1.4,0.0,505,19
"FAST FOODS,COLESLAW",12.88,1.47,11.08,148,0.0,0.0,34,0.73,8.4,0.0,270,5
"FAST FOODS,CORN ON THE COB W/BUTTER",21.88,3.06,2.35,106,0.0,0.0,3,0.6,4.7,0.0,20,4
"FAST FOODS,HUSH PUPPIES",44.74,6.25,14.86,329,0.0,0.0,88,1.83,0.0,0.0,1237,173
"FAST FOODS,ONION RINGS,BREADED&FRIED",37.74,4.46,18.69,332,0.0,0.0,88,1.02,0.7,0.4,518,17
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU",15.71,4.94,9.71,160,0.0,0.0,105,1.02,8.8,0.0,129,6
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BACON",14.86,6.16,8.66,151,0.0,0.0,103,1.05,9.6,0.0,325,10
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BROCCOLI",13.74,4.03,6.32,119,0.0,0.0,99,0.98,14.3,0.0,143,6
"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&CHILI",14.14,5.88,5.53,122,0.0,0.0,104,1.55,8.0,0.0,177,8
"FAST FOODS,POTATO,BKD&TOPPED W/SOUR CRM&CHIVES",16.56,2.21,7.39,130,0.0,0.0,35,1.03,11.2,0.0,60,8
"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",37.51,3.76,17.05,319,3.5,0.689999998,13,1.37,2.7,0.78,194,0
"FAST FOODS,POTATO,MASHED",16.12,2.31,1.21,83,0.0,0.0,21,0.47,0.4,0.0,227,2
"SIDE DISHES,POTATO SALAD",13.53,1.53,6.03,114,0.0,0.0,14,0.73,1.1,0.0,328,60
"BURGER KING,VANILLA SHAKE",19.03,3.19,8.74,168,0.0,11.67000008,104,0.42,0.0,0.32,100,31
"FAST FOODS,HAMBURGER,LRG,SINGLE PATTY,W/CONDMNT",22.14,15.68,11.6,256,1.100000024,3.670000076,87,1.73,0.3,0.06,374,40
"PIZZA,CHS TOPPING,REG CRUST,FRZ,CKD",29.02,10.36,12.28,268,2.200000048,3.569999933,179,2.27,1.2,1.01,447,14
"PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD",32.91,12.37,8.78,260,2.5,5.090000153,177,1.77,1.9,0.72,556,16
"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD",25.14,11.28,14.43,276,2.200000048,0.0,152,1.36,3.4,0.0,555,16
"PIZZA,MEAT & VEG TOPPING,RISING CRUST,FRZ,CKD",28.78,12.63,11.75,271,2.299999952,0.0,155,1.36,4.2,0.0,640,19
"McDONALD'S,  Hamburger",30.69,12.36,9.29,252,1.299999952,6.579999924,121,2.64,0.6,0.0,507,27
"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN",16.32,15.59,18.82,297,0.899999976,0.879999995,14,0.83,0.6,1.12,574,55
"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETUCE,TOMATO & MAYO",22.46,12.42,11.7,245,1.399999976,0.0,78,1.23,0.3,0.69,650,29
"MCDONALD'S, FLT-O-FSH",27.45,10.99,13.47,275,1.0,2.650000095,115,1.48,0.1,0.0,485,28
"MCDONALD'S, CHEESEBURGER",27.81,12.97,11.79,263,1.100000024,6.21999979,167,2.35,0.6,0.0,626,35
"MCDONALD'S,QUARTER POUNDER",22.17,14.1,11.55,244,1.600000024,5.130000114,84,2.41,0.9,0.0,427,39
"MCDONALD'S,QUARTER POUNDER W/ CHS",19.95,14.59,14.22,258,1.399999976,4.909999847,144,2.1,0.8,0.0,579,47
"MCDONALD'S,BIG MAC",20.08,11.82,14.96,257,1.600000024,3.970000029,116,2.0,0.4,0.0,460,36
"MCDONALD'S,FRENCH FR",39.02,3.81,16.12,316,4.199999809,0.200000003,17,0.86,7.3,0.0,227,0
"WENDY'S,CLASSIC SINGLE HAMBURGER,NO CHS",16.82,12.63,10.6,213,1.299999952,0.0,34,2.73,0.5,0.0,395,35
"WENDY'S,CLASSIC SINGLE HAMBURGER,W/ CHS",14.2,14.87,11.6,221,1.399999976,0.0,75,2.34,0.5,0.0,476,38
"WENDY'S,JR. HAMBURGER,WO/ CHS",28.45,12.62,8.75,243,1.700000048,0.0,45,3.35,0.5,0.0,539,27
"WENDY'S,JR. HAMBURGER,W/ CHS",24.97,13.06,11.5,256,1.399999976,0.0,92,2.78,0.6,0.0,660,36
"WENDY'S,CLASSIC DOUBLE,W/ CHS",11.71,16.52,14.2,241,1.100000024,0.0,58,2.94,0.7,0.0,422,51
"WENDY'S,HOMESTYLE CHICK FILLET SNDWCH",21.55,13.78,8.1,214,1.299999952,0.0,23,1.5,0.3,0.0,401,31
"WENDY'S,ULTIMATE CHICK GRILL SNDWCH",18.88,14.73,5.0,179,1.100000024,0.0,25,1.55,1.1,0.0,427,40
"WENDY'S,CHICK NUGGETS",15.35,15.93,23.17,334,1.0,0.0,24,0.74,1.3,0.0,679,50
"WENDY'S,FRENCH FR",39.44,3.89,16.23,319,3.700000048,0.0,15,1.93,5.1,0.0,172,0
"WENDY'S,FROSTY DAIRY DSSRT",23.62,3.49,2.6,132,3.299999952,0.0,128,1.04,0.0,0.0,98,16
"BURGER KING, French Fries",40.08,3.5,17.4,331,2.900000095,0.689999998,9,1.29,0.7,0.76,455,0
"BURGER KING, Hamburger",27.11,14.18,12.17,275,2.0,4.849999905,51,2.52,0.2,0.04,455,35
"BURGER KING, CHSBRGR",23.71,14.57,14.81,286,2.799999952,4.489999771,93,2.5,0.2,0.1,602,45
"BURGER KING, WHOPPER, no cheese",18.55,10.74,12.84,233,1.799999952,4.21999979,39,4.37,0.2,0.15,313,30
"BURGER KING, WHOPPER, with cheese",16.7,11.19,15.33,250,1.0,4.110000134,82,2.0,0.2,0.08,453,36
"Burger king, double whopper no cheese",13.74,13.94,15.66,252,1.399999976,3.519999981,35,2.8,0.2,0.0,289,46
"BURGER KING, DOUBLE WHOPPPER, with cheese",13.52,14.47,17.06,266,1.600000024,3.609999895,78,5.3,0.2,0.06,387,47
"BURGER KING, Chicken Tenders",17.41,17.25,16.67,289,2.299999952,0.119999997,15,0.61,0.7,0.8,721,52
"BURGER KING,CHICK WHOPPER SNDWCH",18.67,11.77,10.52,216,1.5,3.390000105,33,5.5,0.2,0.0,433,31
"BURGER KING,ORIGINAL CHICK SNDWCH",24.35,12.57,15.4,286,2.400000095,2.710000038,40,2.1,0.2,0.0,590,31
"TACO BELL,ORIGINAL TACO W/ BF",17.95,10.79,13.48,236,3.599999905,0.0,79,1.88,0.0,0.6,447,31
"TACO BELL,SOFT TACO W/ BF",19.74,11.8,10.35,219,2.599999905,0.0,116,2.43,0.0,0.4,632,28
"TACO BELL,SOFT TACO W/ CHICK",19.58,14.33,7.32,202,1.799999952,0.0,105,1.72,0.0,0.35,606,37
"TACO BELL,SOFT TACO W/ STEAK",17.22,11.81,12.1,225,1.600000024,0.0,117,2.22,0.0,0.43,551,31
"TACO BELL,BEAN BURRITO",27.77,7.9,6.85,204,3.900000095,0.0,117,2.31,0.0,0.5,614,9
"TACO BELL,BURRITO SUPREME W/ BF",21.07,8.05,8.05,189,3.200000048,0.0,93,2.26,0.0,0.46,574,16
"TACO BELL,BURRITO SUPREME W/ CHICK",20.51,9.84,6.42,179,2.400000095,0.0,94,1.56,0.0,0.42,564,21
"TACO BELL,BURRITO SUPREME W/ STEAK",20.32,9.13,7.27,183,2.400000095,0.0,101,2.0,0.0,0.38,534,21
"TACO BELL,NACHOS",36.38,5.15,22.17,366,3.799999952,0.0,89,1.12,0.0,1.05,514,4
"TACO BELL,NACHOS SUPREME",23.09,7.59,13.65,246,4.099999905,0.0,73,2.14,0.0,0.73,430,19
"TACO BELL,TACO SALAD",15.1,6.69,9.17,170,3.0,0.0,95,1.77,0.0,0.54,363,19
"PIZZA HUT 12"" CHS PIZZA,REG CRUST",31.22,11.93,10.89,271,1.799999952,3.369999886,209,1.95,0.0,0.7,685,24
"PIZZA HUT 12"" CHS PIZZA,THICK CRUST",29.93,11.73,12.56,280,1.700000048,3.210000038,208,1.86,0.0,1.06,624,21
"PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST",28.64,15.29,14.1,303,1.600000024,2.670000076,278,1.71,0.0,0.84,784,34
"PIZZA HUT 12"" PEPPERONI PIZZA,REG CRUST",31.55,12.86,11.38,280,1.700000048,3.670000076,155,2.14,0.0,0.75,801,26
"PIZZA HUT 12"" PEPPERONI PIZZA,THICK CRUST",30.49,11.97,14.21,298,1.799999952,3.200000048,146,2.14,0.0,0.78,692,25
"PIZZA HUT 12"" SUPER SUPREME PIZZA,REG CRUST",25.62,10.9,10.72,243,2.0,3.710000038,129,2.0,0.0,0.77,689,20
"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",34.45,10.98,8.39,257,1.399999976,3.569999933,134,2.3,0.0,0.99,478,13
"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",33.93,11.36,10.34,274,2.299999952,3.279999971,148,2.96,0.0,0.89,561,14
"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",28.01,12.96,16.82,315,2.099999905,3.170000076,222,0.71,0.0,1.49,497,21
"DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",32.29,11.6,10.54,270,1.5,3.450000048,122,2.36,0.0,0.97,507,22
"DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",32.3,12.11,12.28,288,2.099999905,3.25999999,112,2.6,0.0,0.88,526,17
"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza",25.72,10.33,11.1,244,2.0,3.299999952,113,2.32,0.0,0.8,456,20
"PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST",32.74,11.53,9.25,260,1.899999976,5.320000172,166,1.97,0.0,1.14,578,19
"PAPA JOHN'S 14"" PEPPERONI PIZZA,ORIGINAL CRUST",30.04,11.97,11.86,275,1.200000048,4.840000153,152,1.98,0.0,1.1,671,26
"PAPA JOHN'S 14"" THE WORKS PIZZA,ORIGINAL CRUST",26.69,10.27,10.21,240,2.5,4.840000153,99,1.5,0.0,1.06,570,21
"PAPA JOHN'S 14"" CHS PIZZA,THIN CRUST",26.26,12.29,15.66,295,2.299999952,3.849999905,238,0.51,0.0,1.78,528,28
"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA,REG CRUST",31.5,13.39,9.54,265,1.700000048,4.019999981,233,2.34,0.0,0.61,454,24
"LITTLE CAESARS 14"" ORIGINAL RND PEPPERONI PIZZA,REG CRUST",31.01,13.59,10.5,273,1.700000048,3.75999999,210,2.34,0.0,0.76,518,28
"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA,REG CRUST",23.1,12.12,11.35,243,2.099999905,3.74000001,167,2.11,0.0,0.9,578,31
"LITTLE CAESARS 14"" CHS PIZZA,LRG DEEP DISH CRUST",30.1,12.63,10.22,263,1.299999952,3.660000086,224,2.31,0.0,0.81,432,23
"LITTLE CAESARS 14"" PEPPERONI PIZZA,LRG DEEP DISH CRUST",29.03,12.93,10.81,265,1.5,3.390000105,201,2.3,0.0,0.81,492,26
"LITTLE CAESARS 14"" CHS PIZZA,THIN CRUST",22.85,16.23,16.99,309,1.600000024,2.75999999,422,0.64,0.0,1.21,455,39
"PIZZA HUT 14"" CHS PIZZA,REG CRUST",31.63,11.75,10.87,271,1.100000024,3.160000086,189,1.96,0.0,0.57,632,26
"PIZZA HUT 14"" CHS PIZZA,THICK CRUST",29.96,12.0,12.42,280,0.899999976,2.599999905,187,1.62,0.0,0.74,561,29
"PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",29.03,15.22,13.25,296,1.100000024,2.519999981,263,1.45,0.4,0.68,783,41
"PIZZA HUT 14"" PEPPERONI PIZZA,REG CRUST",32.48,12.17,12.02,287,2.599999905,3.200000048,139,2.13,0.0,0.65,744,29
"PIZZA HUT 14"" PEPPERONI PIZZA,THICK CRUST",29.87,12.24,14.38,298,1.5,2.420000076,140,1.65,0.0,0.92,668,32
"PIZZA HUT 14"" SUPER SUPREME PIZZA,REG CRUST",26.01,11.34,10.95,248,2.299999952,3.039999962,104,1.53,0.6,0.66,658,28
"FST FD, PZZA CHN, 14"" PZZA, CHS TPPING, REG CRUST",32.58,11.91,9.51,264,1.700000048,4.019999981,177,2.14,0.0,0.83,535,21
"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",31.33,12.0,10.99,272,1.5,3.180000067,186,2.3,0.0,0.82,533,24
"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THIN CRUST",26.54,14.17,15.68,304,2.0,3.079999924,300,0.83,0.1,1.29,581,35
"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST",31.46,12.33,11.23,276,1.5,3.809999943,156,2.2,0.0,0.87,632,27
"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST",30.4,12.43,12.49,284,1.799999952,3.019999981,160,2.18,0.0,0.87,617,28
"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST",25.38,11.02,10.9,244,2.200000048,3.730000019,120,1.86,0.1,0.86,589,27
"Egg, Cheese and Sausage Griddle Cake Sandwich",22.04,10.77,17.73,291,0.600000024,7.900000095,96,1.51,0.0,0.55,652,132
Sausage Griddle Cake Sandwich,31.25,8.41,17.76,318,1.0,11.22999954,63,1.42,0.0,0.0,737,24
"Egg, Cheese and Bacon Griddle Cake Sandwich",26.19,12.03,13.19,272,0.800000012,9.56000042,109,1.65,1.8,0.53,752,147
"MCDONALD'S,CHICK SELECTS PREMIUM BREAST STRIPS",17.83,17.23,18.08,303,0.200000003,0.0,20,0.6,0.0,0.0,767,40
"MCDONALD'S,CHICK MCNUGGETS",17.22,14.97,18.07,291,0.800000012,0.0,14,0.91,1.2,0.0,632,44
"MCDONALD'S,BARBEQUE SAU",36.93,1.55,1.22,165,1.299999952,34.31000137,11,0.4,0.0,1.07,910,0
"MCDONALD'S,CREAMY RANCH SAU",3.49,1.11,52.03,468,0.0,3.450000048,29,0.25,0.0,3.42,708,21
"MCDONALD'S,HONEY",86.44,0.09,0.0,351,0.0,74.31999969,5,0.27,0.7,0.0,7,0
"MCDONALD'S,HOT MUSTARD SAU",29.08,2.6,7.31,190,5.0,21.76000023,32,0.86,0.0,0.86,902,0
"MCDONALD'S,SPICY BUFFALO SAU",1.81,0.54,15.45,142,1.5,0.0,9,0.35,0.0,2.71,2140,0
"MCDONALD'S,SWT 'N SOUR SAU",39.38,0.66,1.09,170,0.0,35.79000092,6,0.64,1.2,0.71,557,0
"MCDONALD'S,TANGY HONEY MUSTARD SAU",28.81,1.32,5.77,167,2.700000048,21.87999916,23,0.42,0.0,0.7,383,0
"MCDONALD'S,BISCUIT,REG SIZE",43.77,6.16,16.0,344,2.0,2.960000038,76,2.73,0.0,1.18,974,0
"MCDONALD'S,DELUXE WARM CINN ROLL",51.8,5.62,16.24,367,2.5,22.22999954,48,2.02,0.0,1.65,407,34
"MCDONALD'S,HASH BROWNS",26.3,2.26,16.46,262,2.799999952,0.059999999,14,0.57,1.7,0.0,548,0
"MCDONALD'S,SCRMBLD EGGS",1.85,15.06,14.69,193,0.0,0.25999999,66,2.08,0.0,1.46,192,427
"MCDONALD'S,HOTCAKES (PLAIN)",38.27,6.0,5.84,228,1.399999976,8.840000153,84,1.83,0.0,0.7,358,13
"MCDONALD'S,WARM CINN ROLL",53.02,7.18,18.14,398,1.899999976,24.63999939,57,1.72,0.0,1.85,378,58
"MCDONALD'S,SAUSAGE PATTY",1.4,15.19,39.58,405,0.0,0.430000007,23,0.91,0.0,0.0,721,74
"MCDONALD'S,BKD APPL PIE",43.62,3.07,15.66,323,2.0,17.25,19,1.99,32.3,1.94,199,0
"MCDONALD'S,MCDONALDLAND CHOC CHIP COOKIES",66.24,5.56,22.79,480,2.0,33.86000061,34,3.89,0.0,0.74,293,65
"MCDONALD'S,MCDONALDLAND COOKIES",72.75,6.56,15.35,447,1.600000024,24.12999916,17,3.37,0.0,2.0,483,0
"MCDONALD'S,BACON,EGG & CHS MCGRIDDLES",26.19,12.03,13.19,272,0.800000012,9.56000042,109,1.65,1.8,0.0,752,147
"MCDONALD'S,SAUSAGE MCGRIDDLES",31.25,8.41,17.76,312,1.0,11.22999954,63,1.42,0.0,0.0,737,24
"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",22.04,10.77,17.73,283,0.600000024,7.900000095,96,1.51,0.0,0.0,652,132
"MCDONALD'S,VANILLA TRIPLE THICK SHAKE",26.61,3.47,4.43,156,0.0,20.43000031,121,0.07,0.0,0.0,53,14
"MCDONALD'S,CHOC TRIPLE THICK SHAKE",27.87,3.69,4.51,163,0.200000003,23.62999916,122,0.54,0.0,0.0,71,14
"MCDONALD'S,STRAWBERRY TRIPLE THICK SHAKE",26.79,3.51,4.43,158,0.0,23.77000046,122,0.09,0.4,0.0,49,14
"MCDONALD'S,VANILLA RED FAT ICE CRM CONE",26.36,4.24,4.86,162,0.100000001,19.48999977,129,0.35,0.0,0.03,67,15
"MCDONALD'S,STRAWBERRY SUNDAE",28.09,3.19,3.95,158,0.0,25.31999969,110,0.1,1.5,0.0,47,13
"MCDONALD'S,HOT CARAMEL SUNDAE",33.36,3.58,4.89,188,0.0,23.54000092,127,0.08,0.0,0.01,80,16
"MCDONALD'S,HOT FUDGE SUNDAE",30.05,4.14,5.91,186,0.400000006,26.88999939,139,0.83,0.0,0.19,94,13
"MCDONALD'S,PNUTS (FOR SUNDAES)",16.23,28.04,52.91,640,18.79999924,4.150000095,46,1.45,0.0,8.24,0,0
